DISTRICT,PGM_OF_STUDY CODE,PGM_OF_STUDY EXPLANATION,concentrator_only,completer_only,,
047905,027,FOOD AND SCIENCE TECHNOLOGY,.,       0,,
047905,045,PLANT SCIENCE,.,       0,,
047905,060,WELDING,.,       7,,
048901,001,ACCOUNTING AND FINANCIAL SERVICES,.,       0,,
048901,004,ANIMAL SCIENCE,      15,       0,,
048901,005,APPLIED AGRICULTURAL ENGINEERING,      17,.,,
048901,009,BIO-MEDICAL SCIENCE,.,       0,,
048901,011,BUSINESS MANAGEMENT,.,       0,,
048901,015,CYBERSECURITY,.,       0,,
048901,019,EARLY LEARNING,      19,       0,,
048901,021,EMERGENCY SERVICES,       8,       0,,
048901,023,ENTREPRENEURSHIP,.,       0,,
048901,024,ENVIRONMENTAL AND NATURAL RESOURCES,      11,       0,,
048901,025,EXERCISE SCIENCE AND WELLNESS,.,       0,,
048901,026,FAMILY AND COMMUNITY SERVICES,      23,      10,,
048901,027,FOOD AND SCIENCE TECHNOLOGY,      11,       0,,
048901,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,.,       0,,
048901,030,HEALTH AND WELLNESS,.,       0,,
048901,032,HEALTHCARE DIAGNOSTICS,.,       0,,
048901,033,HEALTHCARE THERAPEUTIC,.,       0,,
048901,035,INFORMATION TECHNOLOGY SUPPORT AND SERVICES,.,       0,,
048901,036,LAW ENFORCEMENT,.,       0,,
048901,042,NETWORKING SYSTEMS,.,       0,,
048901,043,NURSING SCIENCE,.,       0,,
048901,045,PLANT SCIENCE,      13,       0,,
048901,049,RENEWABLE ENERGY,.,       0,,
048901,050,TEACHING AND TRAINING,      21,       0,,
048901,060,WELDING,.,.,,
048903,004,ANIMAL SCIENCE,.,       0,,
048903,005,APPLIED AGRICULTURAL ENGINEERING,      12,.,,
048903,019,EARLY LEARNING,.,       0,,
048903,023,ENTREPRENEURSHIP,.,       0,,
048903,024,ENVIRONMENTAL AND NATURAL RESOURCES,       6,       0,,
048903,026,FAMILY AND COMMUNITY SERVICES,       9,       0,,
048903,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,       5,.,,
048903,030,HEALTH AND WELLNESS,.,       0,,
048903,050,TEACHING AND TRAINING,      10,.,,
049901,001,ACCOUNTING AND FINANCIAL SERVICES,      49,.,,
049901,002,ADVANCED MANUFACTURING AND MACHINERY MECHANICS,      21,       0,,
049901,003,AGRIBUSINESS,.,       0,,
049901,004,ANIMAL SCIENCE,      37,      10,,
049901,005,APPLIED AGRICULTURAL ENGINEERING,       8,.,,
049901,007,AUTOMOTIVE,      23,      37,,
049901,011,BUSINESS MANAGEMENT,.,       0,,
049901,013,COSMETOLOGY AND PERSONAL CARE SERVICES,.,      14,,
049901,014,CULINARY ARTS,      34,      29,,
049901,017,DIGITAL COMMUNICATIONS,      17,.,,
049901,019,EARLY LEARNING,.,.,,
049901,021,EMERGENCY SERVICES,       7,       0,,
049901,022,ENGINEERING,      16,      10,,
049901,023,ENTREPRENEURSHIP,.,       0,,
049901,024,ENVIRONMENTAL AND NATURAL RESOURCES,       5,       0,,
049901,026,FAMILY AND COMMUNITY SERVICES,.,.,,
049901,027,FOOD AND SCIENCE TECHNOLOGY,.,       0,,
049901,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,.,       0,,
049901,030,HEALTH AND WELLNESS,.,       0,,
049901,031,HEALTH INFORMATICS,      47,       0,,
049901,032,HEALTHCARE DIAGNOSTICS,      60,      25,,
049901,033,HEALTHCARE THERAPEUTIC,      60,      25,,
049901,036,LAW ENFORCEMENT,      48,       8,,
049901,037,LEGAL STUDIES,     102,       0,,
049901,038,LODGING AND RESORT MANAGEMENT,.,       0,,
049901,039,MANUFACTURING TECHNOLOGY,.,       0,,
049901,043,NURSING SCIENCE,      53,       0,,
049901,045,PLANT SCIENCE,      63,.,,
049901,049,RENEWABLE ENERGY,.,       0,,
049901,050,TEACHING AND TRAINING,      11,       5,,
049901,051,"TRAVEL, TOURISM, AND ATTRACTIONS",.,       0,,
049901,059,MEDICAL THERAPY,      58,      25,,
049901,060,WELDING,      34,       0,,
049901,062,GEOSPATIAL ENGINEERING AND LAND SURVEYING,.,       0,,
049902,001,ACCOUNTING AND FINANCIAL SERVICES,      26,.,,
049902,003,AGRIBUSINESS,      25,.,,
049902,004,ANIMAL SCIENCE,      52,       6,,
049902,005,APPLIED AGRICULTURAL ENGINEERING,      38,      22,,
049902,006,ARCHITECTURAL DESIGN,      10,       0,,
049902,011,BUSINESS MANAGEMENT,      26,.,,
049902,014,CULINARY ARTS,      14,.,,
049902,017,DIGITAL COMMUNICATIONS,      27,       0,,
049902,019,EARLY LEARNING,      11,       8,,
049902,023,ENTREPRENEURSHIP,      26,.,,
049902,024,ENVIRONMENTAL AND NATURAL RESOURCES,.,       0,,
049902,025,EXERCISE SCIENCE AND WELLNESS,       6,       0,,
049902,026,FAMILY AND COMMUNITY SERVICES,      31,      12,,
049902,027,FOOD AND SCIENCE TECHNOLOGY,.,       0,,
049902,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,       8,       0,,
049902,030,HEALTH AND WELLNESS,      13,       0,,
049902,038,LODGING AND RESORT MANAGEMENT,       5,       0,,
049902,040,MARKETING AND SALES,.,       0,,
049902,042,NETWORKING SYSTEMS,       9,       0,,
049902,045,PLANT SCIENCE,      21,.,,
049902,047,PROGRAMMING AND SOFTWARE DEVELOPMENT,      10,.,,
049902,050,TEACHING AND TRAINING,      11,       8,,
049902,051,"TRAVEL, TOURISM, AND ATTRACTIONS",       5,       0,,
049902,052,WEB DEVELOPMENT,      10,.,,
049903,001,ACCOUNTING AND FINANCIAL SERVICES,       8,       0,,
049903,003,AGRIBUSINESS,.,       0,,
049903,004,ANIMAL SCIENCE,      29,.,,
049903,005,APPLIED AGRICULTURAL ENGINEERING,      54,      25,,
049903,011,BUSINESS MANAGEMENT,.,       0,,
049903,014,CULINARY ARTS,      21,.,,
049903,017,DIGITAL COMMUNICATIONS,.,       0,,
049903,019,EARLY LEARNING,      26,.,,
049903,023,ENTREPRENEURSHIP,.,       0,,
049903,024,ENVIRONMENTAL AND NATURAL RESOURCES,      25,       0,,
049903,025,EXERCISE SCIENCE AND WELLNESS,.,       0,,
049903,026,FAMILY AND COMMUNITY SERVICES,      27,.,,
049903,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,       6,       0,,
049903,030,HEALTH AND WELLNESS,.,       0,,
049903,035,INFORMATION TECHNOLOGY SUPPORT AND SERVICES,.,       0,,
049903,036,LAW ENFORCEMENT,.,       0,,
049903,042,NETWORKING SYSTEMS,.,       0,,
049903,045,PLANT SCIENCE,.,       0,,
049903,050,TEACHING AND TRAINING,      26,.,,
049903,052,WEB DEVELOPMENT,.,       0,,
049905,001,ACCOUNTING AND FINANCIAL SERVICES,      31,       7,,
049905,002,ADVANCED MANUFACTURING AND MACHINERY MECHANICS,      13,.,,
049905,003,AGRIBUSINESS,      36,.,,
049905,004,ANIMAL SCIENCE,      56,       0,,
049905,005,APPLIED AGRICULTURAL ENGINEERING,      39,.,,
049905,007,AUTOMOTIVE,.,       0,,
049905,011,BUSINESS MANAGEMENT,      24,.,,
049905,012,CARPENTRY,.,       0,,
049905,014,CULINARY ARTS,      22,       8,,
049905,016,DIESEL AND HEAVY EQUIPMENT,.,       0,,
049905,017,DIGITAL COMMUNICATIONS,      10,.,,
049905,018,DISTRIBUTION AND LOGISTICS,.,       0,,
049905,019,EARLY LEARNING,      31,       0,,
049905,020,ELECTRICAL,.,       0,,
049905,023,ENTREPRENEURSHIP,      23,.,,
049905,024,ENVIRONMENTAL AND NATURAL RESOURCES,      27,       0,,
049905,025,EXERCISE SCIENCE AND WELLNESS,       5,       0,,
049905,026,FAMILY AND COMMUNITY SERVICES,      18,       0,,
049905,027,FOOD AND SCIENCE TECHNOLOGY,.,       0,,
049905,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,       8,.,,
049905,030,HEALTH AND WELLNESS,      18,       0,,
049905,034,HVAC AND SHEET METAL,.,       0,,
049905,035,INFORMATION TECHNOLOGY SUPPORT AND SERVICES,.,       0,,
049905,036,LAW ENFORCEMENT,.,       0,,
049905,038,LODGING AND RESORT MANAGEMENT,.,       0,,
049905,040,MARKETING AND SALES,.,       0,,
049905,041,MASONRY,.,       0,,
049905,042,NETWORKING SYSTEMS,.,       0,,
049905,045,PLANT SCIENCE,      25,.,,
049905,046,PLUMBING AND PIPEFITTING,.,.,,
049905,047,PROGRAMMING AND SOFTWARE DEVELOPMENT,.,       0,,
049905,050,TEACHING AND TRAINING,      30,.,,
049905,051,"TRAVEL, TOURISM, AND ATTRACTIONS",.,       0,,
049905,052,WEB DEVELOPMENT,.,       0,,
049905,056,FLIGHT,.,       0,,
049905,060,WELDING,       7,.,,
049905,061,DRONE (UNMANNED FLIGHT),      19,       0,,
049906,001,ACCOUNTING AND FINANCIAL SERVICES,      34,       0,,
049906,003,AGRIBUSINESS,      19,       0,,
049906,004,ANIMAL SCIENCE,      19,       0,,
049906,005,APPLIED AGRICULTURAL ENGINEERING,      25,.,,
049906,011,BUSINESS MANAGEMENT,      14,       0,,
049906,013,COSMETOLOGY AND PERSONAL CARE SERVICES,.,       0,,
049906,022,ENGINEERING,.,       0,,
049906,024,ENVIRONMENTAL AND NATURAL RESOURCES,       7,.,,
049906,026,FAMILY AND COMMUNITY SERVICES,.,       0,,
049906,027,FOOD AND SCIENCE TECHNOLOGY,.,       0,,
049906,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,       6,       0,,
049906,031,HEALTH INFORMATICS,      29,       0,,
049906,032,HEALTHCARE DIAGNOSTICS,      12,       0,,
049906,033,HEALTHCARE THERAPEUTIC,      12,       0,,
049906,036,LAW ENFORCEMENT,.,       0,,
049906,043,NURSING SCIENCE,      12,       0,,
049906,045,PLANT SCIENCE,      81,      11,,
049906,049,RENEWABLE ENERGY,.,       0,,
049906,059,MEDICAL THERAPY,      12,       0,,
049906,061,DRONE (UNMANNED FLIGHT),       5,       0,,
049907,001,ACCOUNTING AND FINANCIAL SERVICES,       9,       0,,
049907,003,AGRIBUSINESS,.,       0,,
049907,004,ANIMAL SCIENCE,.,       0,,
049907,005,APPLIED AGRICULTURAL ENGINEERING,      44,      14,,
049907,011,BUSINESS MANAGEMENT,      28,       0,,
049907,017,DIGITAL COMMUNICATIONS,.,       0,,
049907,019,EARLY LEARNING,      11,       0,,
049907,023,ENTREPRENEURSHIP,.,       0,,
049907,026,FAMILY AND COMMUNITY SERVICES,      15,       0,,
049907,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,       8,.,,
049907,030,HEALTH AND WELLNESS,.,       0,,
049907,031,HEALTH INFORMATICS,      14,       0,,
049907,032,HEALTHCARE DIAGNOSTICS,      11,       0,,
049907,033,HEALTHCARE THERAPEUTIC,      11,       0,,
049907,035,INFORMATION TECHNOLOGY SUPPORT AND SERVICES,.,       0,,
049907,042,NETWORKING SYSTEMS,.,       0,,
049907,043,NURSING SCIENCE,      11,       0,,
049907,045,PLANT SCIENCE,      51,.,,
049907,050,TEACHING AND TRAINING,      11,       0,,
049907,052,WEB DEVELOPMENT,.,       0,,
049907,059,MEDICAL THERAPY,.,       0,,
050901,001,ACCOUNTING AND FINANCIAL SERVICES,.,.,,
050901,003,AGRIBUSINESS,.,       0,,
050901,004,ANIMAL SCIENCE,      11,       0,,
050901,005,APPLIED AGRICULTURAL ENGINEERING,      15,      12,,
050901,011,BUSINESS MANAGEMENT,.,       0,,
050901,023,ENTREPRENEURSHIP,.,       0,,
050901,024,ENVIRONMENTAL AND NATURAL RESOURCES,       6,       0,,
050901,025,EXERCISE SCIENCE AND WELLNESS,.,       0,,
050901,026,FAMILY AND COMMUNITY SERVICES,.,       0,,
050901,027,FOOD AND SCIENCE TECHNOLOGY,       6,       0,,
050901,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,.,       0,,
050901,036,LAW ENFORCEMENT,       7,       0,,
050901,045,PLANT SCIENCE,       9,.,,
050902,001,ACCOUNTING AND FINANCIAL SERVICES,      27,       0,,
050902,002,ADVANCED MANUFACTURING AND MACHINERY MECHANICS,      62,.,,
050902,003,AGRIBUSINESS,       7,       0,,
050902,004,ANIMAL SCIENCE,      53,      20,,
050902,005,APPLIED AGRICULTURAL ENGINEERING,       9,       0,,
050902,007,AUTOMOTIVE,      14,      23,,
050902,009,BIO-MEDICAL SCIENCE,.,       0,,
050902,011,BUSINESS MANAGEMENT,.,       0,,
050902,012,CARPENTRY,      16,      13,,
050902,014,CULINARY ARTS,      20,      15,,
050902,019,EARLY LEARNING,      82,       0,,
050902,020,ELECTRICAL,.,       0,,
050902,021,EMERGENCY SERVICES,      10,.,,
050902,022,ENGINEERING,      38,       8,,
050902,023,ENTREPRENEURSHIP,      10,       0,,
050902,024,ENVIRONMENTAL AND NATURAL RESOURCES,      11,       0,,
050902,026,FAMILY AND COMMUNITY SERVICES,      75,       9,,
050902,027,FOOD AND SCIENCE TECHNOLOGY,       9,       0,,
050902,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,      30,      10,,
050902,030,HEALTH AND WELLNESS,       8,       0,,
050902,031,HEALTH INFORMATICS,     103,       0,,
050902,032,HEALTHCARE DIAGNOSTICS,      77,      32,,
050902,033,HEALTHCARE THERAPEUTIC,      73,      36,,
050902,034,HVAC AND SHEET METAL,.,       0,,
050902,036,LAW ENFORCEMENT,      44,       6,,
050902,037,LEGAL STUDIES,       6,       0,,
050902,039,MANUFACTURING TECHNOLOGY,       7,       0,,
050902,040,MARKETING AND SALES,      48,       0,,
050902,041,MASONRY,.,       0,,
050902,043,NURSING SCIENCE,     101,       8,,
050902,045,PLANT SCIENCE,      69,      12,,
050902,046,PLUMBING AND PIPEFITTING,      21,       0,,
050902,049,RENEWABLE ENERGY,      11,.,,
050902,050,TEACHING AND TRAINING,      82,       0,,
050902,059,MEDICAL THERAPY,      73,      31,,
050902,060,WELDING,      21,      13,,
050902,061,DRONE (UNMANNED FLIGHT),.,       0,,
050904,003,AGRIBUSINESS,.,       0,,
050904,004,ANIMAL SCIENCE,.,       0,,
050904,005,APPLIED AGRICULTURAL ENGINEERING,      26,.,,
050904,014,CULINARY ARTS,.,.,,
050904,024,ENVIRONMENTAL AND NATURAL RESOURCES,       8,       0,,
050904,027,FOOD AND SCIENCE TECHNOLOGY,.,       0,,
050904,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,.,       0,,
050904,045,PLANT SCIENCE,       7,       0,,
050904,046,PLUMBING AND PIPEFITTING,.,       0,,
050904,054,CONSTRUCTION MANAGEMENT AND INSPECTION,.,       0,,
050909,001,ACCOUNTING AND FINANCIAL SERVICES,      41,       9,,
050909,002,ADVANCED MANUFACTURING AND MACHINERY MECHANICS,.,       0,,
050909,003,AGRIBUSINESS,      10,       0,,
050909,004,ANIMAL SCIENCE,      10,       0,,
050909,005,APPLIED AGRICULTURAL ENGINEERING,      11,       0,,
050909,011,BUSINESS MANAGEMENT,      30,       9,,
050909,012,CARPENTRY,       0,.,,
050909,014,CULINARY ARTS,.,       0,,
050909,019,EARLY LEARNING,.,       0,,
050909,020,ELECTRICAL,.,       0,,
050909,021,EMERGENCY SERVICES,.,       0,,
050909,023,ENTREPRENEURSHIP,      29,       9,,
050909,024,ENVIRONMENTAL AND NATURAL RESOURCES,      48,       0,,
050909,025,EXERCISE SCIENCE AND WELLNESS,       5,       0,,
050909,026,FAMILY AND COMMUNITY SERVICES,.,       0,,
050909,031,HEALTH INFORMATICS,.,       0,,
050909,034,HVAC AND SHEET METAL,.,       0,,
050909,037,LEGAL STUDIES,.,       0,,
050909,040,MARKETING AND SALES,      14,       0,,
050909,041,MASONRY,.,       0,,
050909,045,PLANT SCIENCE,      49,       0,,
050909,046,PLUMBING AND PIPEFITTING,.,.,,
050909,050,TEACHING AND TRAINING,.,       0,,
050909,054,CONSTRUCTION MANAGEMENT AND INSPECTION,.,       0,,
050909,060,WELDING,.,       0,,
050910,001,ACCOUNTING AND FINANCIAL SERVICES,      44,.,,
050910,002,ADVANCED MANUFACTURING AND MACHINERY MECHANICS,      16,       0,,
050910,003,AGRIBUSINESS,      19,       6,,
050910,004,ANIMAL SCIENCE,      61,      31,,
050910,005,APPLIED AGRICULTURAL ENGINEERING,      25,       0,,
050910,006,ARCHITECTURAL DESIGN,       9,.,,
050910,011,BUSINESS MANAGEMENT,      28,.,,
050910,012,CARPENTRY,      17,      13,,
050910,013,COSMETOLOGY AND PERSONAL CARE SERVICES,.,       0,,
050910,014,CULINARY ARTS,      90,      30,,
050910,015,CYBERSECURITY,      85,       0,,
050910,017,DIGITAL COMMUNICATIONS,      34,.,,
050910,019,EARLY LEARNING,     103,       6,,
050910,021,EMERGENCY SERVICES,      51,.,,
050910,022,ENGINEERING,      47,       8,,
050910,023,ENTREPRENEURSHIP,      71,       6,,
050910,024,ENVIRONMENTAL AND NATURAL RESOURCES,      22,.,,
050910,025,EXERCISE SCIENCE AND WELLNESS,.,.,,
050910,026,FAMILY AND COMMUNITY SERVICES,     546,      42,,
050910,027,FOOD AND SCIENCE TECHNOLOGY,       5,       0,,
050910,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,     107,       9,,
050910,030,HEALTH AND WELLNESS,      61,.,,
050910,031,HEALTH INFORMATICS,      55,       0,,
050910,032,HEALTHCARE DIAGNOSTICS,     150,     101,,
050910,033,HEALTHCARE THERAPEUTIC,     139,     114,,
050910,035,INFORMATION TECHNOLOGY SUPPORT AND SERVICES,      50,       0,,
050910,036,LAW ENFORCEMENT,     135,      41,,
050910,037,LEGAL STUDIES,      78,.,,
050910,038,LODGING AND RESORT MANAGEMENT,.,       0,,
050910,040,MARKETING AND SALES,      73,       7,,
050910,042,NETWORKING SYSTEMS,      51,       0,,
050910,043,NURSING SCIENCE,     116,      12,,
050910,045,PLANT SCIENCE,      38,.,,
050910,046,PLUMBING AND PIPEFITTING,       5,       0,,
050910,047,PROGRAMMING AND SOFTWARE DEVELOPMENT,.,       0,,
050910,049,RENEWABLE ENERGY,.,       0,,
050910,050,TEACHING AND TRAINING,     146,      19,,
050910,051,"TRAVEL, TOURISM, AND ATTRACTIONS",       9,.,,
050910,052,WEB DEVELOPMENT,.,       0,,
050910,059,MEDICAL THERAPY,     156,      91,,
050910,061,DRONE (UNMANNED FLIGHT),      28,.,,
051901,001,ACCOUNTING AND FINANCIAL SERVICES,      24,       0,,
051901,003,AGRIBUSINESS,.,       0,,
051901,004,ANIMAL SCIENCE,      27,.,,
051901,005,APPLIED AGRICULTURAL ENGINEERING,      33,       0,,
051901,011,BUSINESS MANAGEMENT,      21,       0,,
051901,019,EARLY LEARNING,.,       0,,
051901,023,ENTREPRENEURSHIP,      18,       0,,
051901,024,ENVIRONMENTAL AND NATURAL RESOURCES,.,       0,,
051901,026,FAMILY AND COMMUNITY SERVICES,      15,       0,,
051901,027,FOOD AND SCIENCE TECHNOLOGY,.,       0,,
051901,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,.,       0,,
051901,031,HEALTH INFORMATICS,.,       0,,
051901,045,PLANT SCIENCE,      31,       0,,
051901,050,TEACHING AND TRAINING,.,       0,,
052901,001,ACCOUNTING AND FINANCIAL SERVICES,      52,       0,,
052901,004,ANIMAL SCIENCE,      56,.,,
052901,005,APPLIED AGRICULTURAL ENGINEERING,      10,       0,,
052901,011,BUSINESS MANAGEMENT,      18,       0,,
052901,014,CULINARY ARTS,      30,       0,,
052901,015,CYBERSECURITY,      19,.,,
052901,023,ENTREPRENEURSHIP,      17,       0,,
052901,026,FAMILY AND COMMUNITY SERVICES,       5,       0,,
052901,031,HEALTH INFORMATICS,       5,       0,,
052901,035,INFORMATION TECHNOLOGY SUPPORT AND SERVICES,      16,       0,,
052901,040,MARKETING AND SALES,.,       0,,
052901,042,NETWORKING SYSTEMS,      18,.,,
052901,045,PLANT SCIENCE,      34,       0,,
052901,060,WELDING,.,       0,,
053001,001,ACCOUNTING AND FINANCIAL SERVICES,      29,       0,,
053001,005,APPLIED AGRICULTURAL ENGINEERING,      25,      24,,
053001,011,BUSINESS MANAGEMENT,      42,       0,,
053001,012,CARPENTRY,.,       0,,
053001,015,CYBERSECURITY,       9,       0,,
053001,017,DIGITAL COMMUNICATIONS,       5,       0,,
053001,021,EMERGENCY SERVICES,      11,       0,,
053001,027,FOOD AND SCIENCE TECHNOLOGY,       9,       0,,
053001,031,HEALTH INFORMATICS,      74,       0,,
053001,032,HEALTHCARE DIAGNOSTICS,      31,      27,,
053001,033,HEALTHCARE THERAPEUTIC,      31,      27,,
053001,036,LAW ENFORCEMENT,      15,       0,,
053001,042,NETWORKING SYSTEMS,       9,       0,,
053001,043,NURSING SCIENCE,      52,       0,,
053001,045,PLANT SCIENCE,      30,.,,
053001,047,PROGRAMMING AND SOFTWARE DEVELOPMENT,.,       0,,
053001,052,WEB DEVELOPMENT,       9,       0,,
053001,059,MEDICAL THERAPY,      38,      19,,
054901,001,ACCOUNTING AND FINANCIAL SERVICES,       8,       0,,
054901,004,ANIMAL SCIENCE,       5,       0,,
054901,011,BUSINESS MANAGEMENT,       9,       0,,
054901,023,ENTREPRENEURSHIP,       9,       0,,
054901,024,ENVIRONMENTAL AND NATURAL RESOURCES,.,       0,,
054901,026,FAMILY AND COMMUNITY SERVICES,.,       0,,
054901,027,FOOD AND SCIENCE TECHNOLOGY,.,       0,,
054901,031,HEALTH INFORMATICS,.,       0,,
054901,032,HEALTHCARE DIAGNOSTICS,.,       0,,
054901,033,HEALTHCARE THERAPEUTIC,.,       0,,
054901,039,MANUFACTURING TECHNOLOGY,.,       0,,
054901,043,NURSING SCIENCE,.,       0,,
054901,050,TEACHING AND TRAINING,.,       0,,
054902,007,AUTOMOTIVE,.,       0,,
054902,014,CULINARY ARTS,      12,       9,,
054902,015,CYBERSECURITY,.,       0,,
054902,026,FAMILY AND COMMUNITY SERVICES,      14,       0,,
054902,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,.,       0,,
054902,042,NETWORKING SYSTEMS,.,       0,,
054902,046,PLUMBING AND PIPEFITTING,      11,       0,,
054902,052,WEB DEVELOPMENT,       8,       0,,
054902,060,WELDING,       8,       6,,
054903,005,APPLIED AGRICULTURAL ENGINEERING,      26,       0,,
054903,015,CYBERSECURITY,.,       0,,
054903,019,EARLY LEARNING,      17,       0,,
054903,024,ENVIRONMENTAL AND NATURAL RESOURCES,      11,       0,,
054903,026,FAMILY AND COMMUNITY SERVICES,      20,       0,,
054903,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,       8,       0,,
054903,031,HEALTH INFORMATICS,.,       0,,
054903,042,NETWORKING SYSTEMS,.,       0,,
054903,045,PLANT SCIENCE,.,       0,,
054903,050,TEACHING AND TRAINING,      17,       0,,
054903,052,WEB DEVELOPMENT,.,       0,,
054903,060,WELDING,.,       0,,
055901,001,ACCOUNTING AND FINANCIAL SERVICES,.,       0,,
